SPECIES,SITE_ID,Height_min,Height_max,Behaviour,WEATHER_CONDITIONS,N_INDIVIDUALS,SEASON,HABITAT,Longitude,Latitude
S75,Zone C,10,10,B4,"Sunny, light breeze",6,C,X1,130.0557016,-32.43227597
S75,Zone B,25,30,B3,"Sunrise, strong breeze",5,C,X4,130.0211448,-32.32262952
S75,Zone B,10,13,B3,"Sunny, strong breeze",27,C,X4,130.0454944,-32.38497506
S75,Zone B,12,15,B3,"Sunny, strong breeze",31,C,X4,130.0748139,-32.30165297
S75,Zone D,13,15,B3,"Sunny, strong breeze",27,C,X4,130.1488508,-32.48177617
S75,Zone E,32,40,B3,"sunny, light breeze",19,C,X1,130.2452788,-32.3306172
S75,Zone E,13,20,B3,"sunny, light breeze",24,C,X1,130.2452788,-32.3306172
S75,Zone E,10,18,-,"sunny, calm",44,C,X1,130.241277,-32.42658892
S75,Zone C,19,20,B3,"sunny, calm",11,C,X1,130.239891,-32.47313511
S75,Zone A,17,23,B3,"sunny, moderate breeze",13,C,X1,130.030827,-32.14049329
S75,Zone A,NA,NA,NA,"sunny, moderate breeze",7,C,X4,130.0455436,-32.14776484
S75,Zone A,7,31,B3,"sunny, moderate breeze",19,C,X4,130.0437059,-32.20004486
S75,Zone A,7,14,B3,"sunny, moderate breeze",19,C,X4,130.0674542,-32.25413856
S75,Zone B,9,15,B3,"sunny, moderate breeze",13,C,X4,130.0211448,-32.32262952
S75,Zone B,NA,NA,NA,"sunny, moderate breeze",NA,C,X4,130.0454944,-32.38497506
S75,Zone B,11,15,B3,"sunny, light breeze ",11,C,X1,130.0850503,-32.27792669
S75,Zone A,10,28,-,"sunny, moderate breeze",19,C,X4,130.0674542,-32.25413856
S76,Zone D,7,9,B3,"Clear conditions, light breeze from SE in small gusts, still majority of time",5,A,X4,130.1488508,-32.48177617
S76,Zone C,NA,25,B7,"Still, hot, clear",5,B,X4,130.2372141,-32.50679697
S76,Zone C,NA,25,B3,"Clear, hot, light SW'ly breeze",5,B,X4,130.2372141,-32.50679697
S76,Zone C,NA,75,B7,strong wind 130,5,B,X4,130.2372141,-32.50679697
S76,Zone D,NA,25,B7,"Hot Easterly wind, clear skies",6,B,X4,130.1041932,-32.4251709
S76,Zone C,NA,25,B1,"Warm, slight northerly breeze, clear skies",5,B,X4,130.0633847,-32.46023925
S76,Zone F,5,19,B1,"Sunny, easterly wind gusty at times ",8,C,X6,130.1594802,-32.20812932
S76,Zone C,6,50,B7,"fine, warm, light E'ly",8,C,X4,130.0633847,-32.46023925
S76,Zone D,7,40,B7,"fine, warm, still",5,C,X4,130.1041932,-32.4251709
S76,Zone H,5,45,B7,"fine, warm, moderate breeze",5,C,X6,130.133218,-32.29602514
S76,Zone H,8,23,B7,"partly cloudy, warm, moderate wind",7,C,X6,130.133218,-32.29602514
S76,Zone D,8,38,B7,"fine, clear, strong wind",5,C,X4,130.1041932,-32.4251709
S76,Zone C,5,49,B7,"partly cloudy, warm, strong wind",8,C,X4,130.0633847,-32.46023925
S76,Zone G,7,36,B7,"fine, clear, light E'ly breeze",5,C,X4,130.1779859,-32.39536412
S76,Zone C,7,38,B7,"fine, clear, moderate E'ly breeze",7,C,X4,130.2372141,-32.50679697
S76,Zone F,6,45,B7,"fine, partly cloudy, moderate E'ly breeze",6,C,X6,130.1879648,-32.1889944
S76,Zone F,6,26,B7,"fine, clear, strong SE'ly breeze",5,C,X6,130.1879648,-32.1889944
S76,Zone F,8,60,B7,"fine, clear, strong E'ly breeze",5,C,X6,130.1879648,-32.1889944
S76,Zone C,8,10,B7,"sunny, calm",6,C,X4,130.2372141,-32.50679697
S98,Zone A,5,6,B1,"Sunny, calm",5,C,X1,130.0327924,-32.16947172
S98,Zone C,5,5,NA,"fine, clear, light E'ly breeze",5,C,X1,130.0557016,-32.43227597
S98,Zone E,5,6,B4,"fine, clear, moderate SE'ly breeze",5,C,X4,130.2040977,-32.22226437
S77,Zone B,NA,25,B1,"Clear conditions, moderate breeze from SE with occasional strong gusts",5,B,X4,130.0211448,-32.32262952
S77,Zone H,6,7,B2,"fine, warm, still",5,C,X4,130.1186258,-32.45876212
S77,Zone D,8,12,NA,"fine, warm, still",6,C,X1,130.0923706,-32.49824002
S77,Zone G,5,7,B1,"cloudy, warm, strong wind",7,C,X2,130.1130163,-32.34329067
S77,Zone E,6,9,B1,"fine, clear, strong wind",5,C,X1,130.2452788,-32.3306172
S77,Zone B,6,9,B3,"fine, clear, strong E'ly breeze",7,C,X2,130.3157018,-32.49333462
S77,Zone E,6,7,B3,"fine, mostly clear, moderate NE'ly breeze",5,C,X4,130.2042642,-32.24900808
S77,Zone E,7,8,B2,"fine, partly cloudy, moderate E'ly breeze",5,C,X4,130.2040977,-32.22226437
S77,Zone G,9,10,B2,"fine, clear, strong E'ly breeze",5,C,X4,130.1458091,-32.32572974
S77,Zone B,8,10,B3,"sunny, calm",7,C,X2,130.3157018,-32.49333462
S77,Zone B,NA,NA,NA,"sunny, strong breeze",6,C,X2,130.3157018,-32.49333462
S78,Zone E,NA,75,B3,"Hot, SE breeze, clear skies",5,B,X4,130.2040977,-32.22226437
S79,Zone G,NA,20,B5,"ESE wind, gusty strong breeze, clear skies",5,A,X4,130.1171401,-32.21401792
S79,Zone E,10,55,B5,"ESE wind, gusty strong breeze, clear skies",5,A,X4,130.2040977,-32.22226437
S79,Zone C,15,35,B5,"Easterly wind, gusty at times, hot clear day",5,A,X4,130.2372141,-32.50679697
S79,Zone E,25,65,B5,"Easterly wind, gusty at times, hot clear day",5,A,X1,130.241277,-32.42658892
S79,Zone G,NA,NA,B2,"SE wind, gusty at times, clear skies",7,A,X1,130.1257698,-32.26561097
S79,Zone H,NA,65,B5,"SE wind, gusty at times, clear skies",5,A,X6,130.133218,-32.29602514
S79,Zone B,NA,NA,B3,Strong easterly,5,A,X1,130.0850503,-32.27792669
S79,Zone E,NA,20,B2,Strong easterly,5,A,X1,130.2452788,-32.3306172
S79,Zone E,NA,NA,B2,"Clear conditions, mild breeze from SE",5,A,X4,130.2040977,-32.22226437
S79,Zone D,15,20,B3,"Moderate wind from E, clear conditions",5,A,X4,130.1041932,-32.4251709
S79,Zone G,17,20,B3,"Clear, strong wind from North East ",7,A,X1,130.1257698,-32.26561097
S79,Zone E,NA,75,B3,"Warm ENE breeze, clear skies",5,B,X1,130.241277,-32.42658892
S79,Zone A,45,155,B5,"mostly sunny, v light breeze ",5,C,X4,130.0455436,-32.14776484
S79,Zone B,18,24,B3,"fine, clear, strong E'ly breeze",5,C,X2,130.3157018,-32.49333462
S79,Zone F,85,106,B5,"fine, clear, strong E'ly breeze",5,C,X4,130.2225679,-32.18382245
S79,Zone H,15,55,B5,"sunny, light breeze",5,C,X4,130.1186258,-32.45876212
S79,Zone D,13,13,B2,"partly cloudy, calm",5,C,X3,130.1692709,-32.44834877
S79,Zone B,40,45,B5,"sunny, calm",5,C,X2,130.3157018,-32.49333462
S23,Zone A,6,20,B2,"mostly sunny, light breeze ",5,C,X1,130.0327924,-32.16947172
S23,Zone A,9,19,B2,"mostly sunny, moderate breeze ",6,C,X1,130.030827,-32.14049329
S23,Zone B,11,19,B4,"fine, warm, moderate breeze",5,C,X1,130.0850503,-32.27792669
S12,Zone A,NA,13,B7,"ENE wind, gusty at times, clear skies",5,A,X1,130.030827,-32.14049329
S12,Zone A,NA,NA,B7,"ENE wind, gusty at times, clear skies",5,A,X1,130.0327924,-32.16947172
S12,Zone A,NA,13,B3,"Strong SE wind, clear skies",5,A,X1,130.030827,-32.14049329
S12,Zone E,NA,NA,NA,sheltered by large trees and nearby ridge,6,A,X1,130.2453818,-32.22617201
S12,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,6,A,X1,130.2453818,-32.22617201
S12,Zone D,NA,NA,NA,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S12,Zone C,NA,NA,NA,Strong Easterly,5,A,X1,130.239891,-32.47313511
S12,Zone B,NA,NA,NA,Strong easterly,5,A,X1,130.0850503,-32.27792669
S12,Zone G,NA,10,B3,"Clear, strong wind from East ",5,A,X1,130.1257698,-32.26561097
S12,Zone G,NA,NA,B3,"Clear, strong wind from North East ",6,A,X1,130.1257698,-32.26561097
S12,Zone G,NA,25,B4,0/01/1900,5,B,X1,130.1257698,-32.26561097
S12,Zone E,NA,25,B2,0/01/1900,7,B,X1,130.2452788,-32.3306172
S12,Zone B,NA,25,B2,0/01/1900,6,B,X1,130.0850503,-32.27792669
S12,Zone A,NA,25,B2,"Still, clear",5,B,X4,130.0674542,-32.25413856
S12,Zone E,NA,25,B2,strong wind 100,7,B,X1,130.2453818,-32.22617201
S12,Zone E,NA,25,NA,medium wind 120,6,B,X1,130.2453818,-32.22617201
S12,Zone D,NA,25,B1,"Light easterly breeze, clear skies",6,B,X3,130.1692709,-32.44834877
S12,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",5,B,X4,130.1041932,-32.4251709
S12,Zone B,9,11,NA,"Sunny, easterly breeze ",5,C,X1,130.0850503,-32.27792669
S12,Zone E,11,11,NA,"Sunny, easterly wind gusty at times ",5,C,X1,130.2453818,-32.22617201
S12,Zone E,20,25,B2,"fine, warm, moderate breeze v strong gusts",6,C,X1,130.2453818,-32.22617201
S12,Zone D,11,13,B3,"partly cloudy, warm, strong wind",6,C,X1,130.0923706,-32.49824002
S12,Zone C,12,17,B2,"fine, clear, light E'ly breeze",6,C,X1,130.239891,-32.47313511
S12,Zone E,NA,NA,-,"fine, clear, moderate SE'ly breeze",8,C,X1,130.2453818,-32.22617201
S12,Zone E,NA,NA,NA,"sunny, calm",6,C,X1,130.241277,-32.42658892
S82,Zone G,7,11,B2,"Sunny, easterly wind gusty at times ",5,C,X4,130.1171401,-32.21401792
S82,Zone D,35,75,B1,"fine, warm, still",5,C,X4,130.1041932,-32.4251709
S82,Zone C,7,37,B2,"fine, clear, light E'ly breeze",5,C,X1,130.239891,-32.47313511
S82,Zone G,41,47,B5,"fine, partly cloudy, moderate E'ly breeze",5,C,X4,130.1171401,-32.21401792
S82,Zone C,7,25,B1,"cloudy, light breeze",5,C,X1,130.239891,-32.47313511
S83,Zone A,NA,13,B7,"ENE wind, gusty at times, clear skies",5,A,X1,130.030827,-32.14049329
S83,Zone E,NA,NA,B3,sheltered by large trees and nearby ridge,13,A,X1,130.2453818,-32.22617201
S83,Zone D,NA,NA,B3,Mild Easterly,9,A,X3,130.1692709,-32.44834877
S83,Zone D,NA,NA,B3,Mild Easterly,6,A,X3,130.1692709,-32.44834877
S83,Zone D,NA,NA,B3,Mild Easterly,7,A,X3,130.1692709,-32.44834877
S83,Zone E,NA,6,B3,"Still, clear conditions",5,A,X1,130.2453818,-32.22617201
S83,Zone E,NA,25,B1,0/01/1900,7,B,X1,130.2452788,-32.3306172
S83,Zone D,NA,25,B6,strong wind 90,12,B,X3,130.1692709,-32.44834877
S83,Zone D,NA,25,B6,light wind 100,5,B,X3,130.1692709,-32.44834877
S83,Zone E,NA,25,B3,medium wind 100,5,B,X1,130.2452788,-32.3306172
S83,Zone B,NA,25,B6,strong wind 80,5,B,X1,130.0850503,-32.27792669
S83,Zone D,NA,25,B1,"Light easterly breeze, clear skies",12,B,X3,130.1692709,-32.44834877
S83,Zone E,5,5,B7,"fine, clear, strong wind",7,C,X1,130.2452788,-32.3306172
S83,Zone D,5,31,B3,"fine, clear, strong E'ly breeze",9,C,X3,130.1692709,-32.44834877
S83,Zone E,5,5,B6,"fine, clear, moderate SE'ly breeze",5,C,X4,130.2040977,-32.22226437
S83,Zone D,5,6,B4,"partly cloudy, calm",5,C,X3,130.1692709,-32.44834877
S83,Zone E,5,6,B3,"sunny, light breeze",5,C,X1,130.2452788,-32.3306172
S83,Zone E,5,8,B4,"sunny, calm",7,C,X1,130.241277,-32.42658892
S83,Zone A,5,6,B6,"sunny, moderate breeze",6,C,X1,130.030827,-32.14049329
S84,Zone H,NA,NA,B3,"ESE wind, gusty strong breeze, clear skies",6,A,X6,130.133218,-32.29602514
S84,Zone F,NA,8,B3,"strong, gusty ENE wind. Hot  day >35 degrees C, clear skies",9,A,X6,130.1594802,-32.20812932
S84,Zone C,NA,9,B3,"Easterly wind, gusty at times, hot clear day",5,A,X4,130.2372141,-32.50679697
S84,Zone H,NA,9,B3,"ENE wind, gusty, hot, clear skies.",5,A,X4,130.1186258,-32.45876212
S84,Zone G,NA,12,B7,"Light Easterly breeze, clear skies",7,A,X4,130.1779859,-32.39536412
S84,Zone A,NA,10,B2,"SE wind, gusty at times, clear skies",9,A,X1,130.0327924,-32.16947172
S84,Zone B,NA,10,B7,"SE wind, gusty at times, clear skies",5,A,X4,130.0454944,-32.38497506
S84,Zone B,NA,13,B7,"slight Southerly breeze, hot, clear skies",5,A,X4,130.0748139,-32.30165297
S84,Zone A,NA,13,B3,"ESE wind, gusty at times, clear skies",6,A,X4,130.0674542,-32.25413856
S84,Zone E,NA,NA,NA,sheltered by large trees and nearby ridge,6,A,X1,130.2453818,-32.22617201
S84,Zone C,NA,NA,NA,Easterly,6,A,X4,130.2372141,-32.50679697
S84,Zone A,NA,NA,NA,Medium easterly,6,A,X4,130.0455436,-32.14776484
S84,Zone G,NA,NA,NA,"Moderate wind from NE, clear conditions",6,A,X4,130.1458091,-32.32572974
S84,Zone G,20,25,B3,"Clear, strong wind from East ",14,A,X4,130.1458091,-32.32572974
S84,Zone G,6,7,B3,"Clear, strong wind from East ",9,A,X4,130.1458091,-32.32572974
S84,Zone F,6,8,B3,"Clear, strong wind from ENE",7,A,X6,130.1594802,-32.20812932
S84,Zone F,6,8,B3,"Clear, strong wind from NW",9,A,X6,130.1879648,-32.1889944
S84,Zone G,NA,10,B3,"Moderate wind from NE, clear conditions",12,A,X2,130.1130163,-32.34329067
S84,Zone F,NA,7,B2,"Gentle breeze from NE, clear conditions",16,A,X8,130.2022983,-32.15430901
S84,Zone G,6,8,B3,"Moderate wind from NE, clear conditions",5,A,X4,130.1458091,-32.32572974
S84,Zone B,NA,20,B5,"Strong breeze from NE, clear conditions",7,A,X4,130.0748139,-32.30165297
S84,Zone B,NA,15,B1,"Moderate, gusty breeze from ENE, clear conditions",5,A,X4,130.0748139,-32.30165297
S84,Zone G,NA,20,B3,"Moderate wind from NE, clear conditions",5,A,X2,130.1130163,-32.34329067
S84,Zone G,6,8,B3,"no wind, clear conditions",6,A,X4,130.1458091,-32.32572974
S84,Zone C,NA,25,B4,"Still, hot, clear",11,B,X4,130.2372141,-32.50679697
S84,Zone F,NA,25,B3,0/01/1900,5,B,X6,130.1594802,-32.20812932
S84,Zone G,NA,25,B3,0/01/1900,6,B,X4,130.1779859,-32.39536412
S84,Zone F,NA,25,B2,"Fine, clear, light E'ly wind",6,B,X4,130.2225679,-32.18382245
S84,Zone A,NA,25,B3,"Clear, warm, light E'ly breeze",NA,B,X1,130.030827,-32.14049329
S84,Zone C,NA,25,B1,"Clear, hot, light SW'ly breeze",12,B,X4,130.2372141,-32.50679697
S84,Zone C,NA,25,B3,strong wind 130,14,B,X4,130.2372141,-32.50679697
S84,Zone D,NA,25,B3,strong wind 90,6,B,X3,130.1692709,-32.44834877
S84,Zone F,NA,25,B1,strong wind 110,8,B,X6,130.1879648,-32.1889944
S84,Zone G,NA,25,B2,Strong wind 90,5,B,X2,130.1130163,-32.34329067
S84,Zone B,NA,25,B2,light wind 70,8,B,X4,130.0748139,-32.30165297
S84,Zone G,NA,25,B2,Strong wind 90,6,B,X2,130.1130163,-32.34329067
S84,Zone B,NA,25,B3,light wind 160,6,B,X4,130.0748139,-32.30165297
S84,Zone A,NA,75,B1,"Hot Easterly breeze, some cloud cover.",7,B,X1,130.030827,-32.14049329
S84,Zone G,7,8,B3,"fine, warm, moderate breeze",8,C,X1,130.1257698,-32.26561097
S84,Zone H,8,10,B1,"fine, warm, moderate breeze v strong gusts",6,C,X7,130.1886283,-32.31312571
S84,Zone G,6,14,B3,"cloudy, warm, strong wind",6,C,X4,130.1458091,-32.32572974
S84,Zone C,13,15,B3,"fine, clear, light E'ly breeze",5,C,X1,130.0557016,-32.43227597
S84,Zone F,5,7,B5,"fine, clear, strong E'ly breeze with regular stronger gusts ",6,C,X8,130.2022983,-32.15430901
S84,Zone F,5,7,B3,"fine, clear, strong E'ly breeze with regular stronger gusts ",7,C,X4,130.2225679,-32.18382245
S84,Zone E,6,9,B3,sunny,7,C,X4,130.2042642,-32.24900808
S84,Zone G,8,10,B3,sunny,6,C,X4,130.1458091,-32.32572974
S84,Zone F,5,9,B2,sunny,5,C,X6,130.1594802,-32.20812932
S84,Zone D,8,8,B2,"sunny, breezy",5,C,X4,130.1041932,-32.4251709
S84,Zone C,6,8,B3,"sunny, breezy",7,C,X4,130.0633847,-32.46023925
S84,Zone G,7,8,B2,"cloudy, breezy",7,C,X4,130.1779859,-32.39536412
S84,Zone C,5.5,8,B5,"sunny, breezy",9,C,X4,130.2372141,-32.50679697
S84,Zone H,10,11,B5,"Sunny, light breeze",11,C,X6,130.133218,-32.29602514
S84,Zone B,7,13,B5,"Sunny, strong breeze",5,C,X4,130.0748139,-32.30165297
S84,Zone B,10,11,B1,"sunny, calm",5,C,X2,130.3157018,-32.49333462
S84,Zone C,29,34,B1,"sunny, calm",7,C,X4,130.2372141,-32.50679697
S84,Zone A,7,10,B1,"sunny, moderate breeze",6,C,X4,130.0455436,-32.14776484
S97,Zone E,NA,30,B7,"Light Easterly breeze, clear skies",8,A,X1,130.2452788,-32.3306172
S97,Zone G,NA,17,B3,"ESE wind, gusty at times, clear skies",5,A,X2,130.1130163,-32.34329067
S97,Zone H,NA,NA,B3,"ESE wind, gusty at times, clear skies",5,A,X1,130.0761366,-32.35155981
S97,Zone B,NA,10,B7,"ESE wind, gusty at times, clear skies",6,A,X4,130.0454944,-32.38497506
S97,Zone E,NA,NA,NA,sheltered by large trees and nearby ridge,6,A,X1,130.2453818,-32.22617201
S97,Zone E,NA,NA,NA,Very strong northerly (wind funnels through creekline and along steep ridge).,7,A,X1,130.2453818,-32.22617201
S97,Zone D,NA,NA,NA,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S97,Zone D,NA,35,B3,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S97,Zone C,NA,NA,NA,strong easterly in gusts,5,A,X1,130.0557016,-32.43227597
S97,Zone E,NA,12,B3,"Still, clear conditions",6,A,X1,130.2453818,-32.22617201
S97,Zone C,NA,25,B3,0/01/1900,5,B,X1,130.0557016,-32.43227597
S97,Zone C,NA,25,B3,"Partly cloudy, light NW wind.",5,B,X5,130.0459086,-32.52789957
S97,Zone F,NA,25,B3,strong wind 100,5,B,X8,130.2022983,-32.15430901
S97,Zone B,NA,25,NA,strong wind 80,5,B,X1,130.0850503,-32.27792669
S97,Zone H,NA,25,B3,light wind 90,5,B,X7,130.1886283,-32.31312571
S97,Zone E,NA,25,B3,medium wind 120,6,B,X1,130.2453818,-32.22617201
S97,Zone A,NA,25,B2,medium wind 100,5,B,X1,130.0327924,-32.16947172
S97,Zone D,NA,25,B1,"Light easterly breeze, clear skies",6,B,X3,130.1692709,-32.44834877
S97,Zone H,NA,75,B1,"Warm, slight northerly breeze, clear skies",6,B,X4,130.1186258,-32.45876212
S97,Zone E,17,20,B3,"Sunny, easterly wind gusty at times ",5,C,X1,130.2453818,-32.22617201
S97,Zone A,20,21,B2,"mostly sunny, light breeze ",5,C,X1,130.0327924,-32.16947172
S97,Zone H,11,15,B2,"mostly sunny, v light breeze ",5,C,X1,130.0761366,-32.35155981
S97,Zone E,15,17,B3,"fine, warm, moderate breeze v strong gusts",6,C,X1,130.2453818,-32.22617201
S97,Zone C,23,31,B3,"fine, clear, light E'ly breeze",6,C,X1,130.0557016,-32.43227597
S97,Zone E,15,17,B3,"fine, partly cloudy, moderate E'ly breeze",5,C,X4,130.2040977,-32.22226437
S97,Zone E,10,19,B1,"fine, clear, moderate SE'ly breeze",7,C,X4,130.2040977,-32.22226437
S97,Zone H,30,53,B3,"fine, clear, moderate SE'ly breeze",5,C,X7,130.1886283,-32.31312571
S97,Zone F,7,9,NA,"fine, clear, strong E'ly breeze",5,C,X8,130.2022983,-32.15430901
S97,Zone C,6,9,B3,"sunny, breezy",5,C,X4,130.2372141,-32.50679697
S97,Zone E,10,11,B3,"sunny, light breeze",5,C,X1,130.2452788,-32.3306172
S97,Zone G,33,35,B3,"sunny, light breeze",5,C,X1,130.1257698,-32.26561097
S85,Zone A,NA,25,B7,light wind 130,5,B,X1,130.030827,-32.14049329
S86,Zone H,NA,11,B3,"ESE wind, gusty strong breeze, clear skies",54,A,X6,130.133218,-32.29602514
S86,Zone E,20,25,B3,"ESE wind, gusty strong breeze, clear skies",30,A,X4,130.2040977,-32.22226437
S86,Zone B,NA,9,B3,"Easterly wind, gusty at times, hot clear day",19,A,X2,130.3157018,-32.49333462
S86,Zone A,NA,13,B7,"ENE wind, gusty at times, clear skies",9,A,X1,130.030827,-32.14049329
S86,Zone A,NA,NA,B7,"ESE wind, gusty at times, clear skies",19,A,X4,130.0674542,-32.25413856
S86,Zone C,NA,13,B7,"SE wind, gusty at times, hot with clear skies",7,A,X1,130.0557016,-32.43227597
S86,Zone B,NA,NA,B2,"slight Southerly breeze, hot, clear skies",6,A,X4,130.0748139,-32.30165297
S86,Zone A,NA,10,B3,"ESE wind, gusty at times, clear skies",24,A,X4,130.0674542,-32.25413856
S86,Zone E,NA,NA,B3,sheltered by large trees and nearby ridge,NA,A,X1,130.2453818,-32.22617201
S86,Zone H,NA,NA,B3,Strong easterly,NA,A,X1,130.164601,-32.28404537
S86,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,NA,A,X1,130.2453818,-32.22617201
S86,Zone D,NA,25,B3,North easterly,19,A,X4,130.1488508,-32.48177617
S86,Zone C,NA,NA,B3,Easterly,11,A,X4,130.2372141,-32.50679697
S86,Zone C,NA,NA,B3,Strong Easterly,6,A,X1,130.239891,-32.47313511
S86,Zone H,NA,NA,B3,light easterly,NA,A,X1,130.164601,-32.28404537
S86,Zone F,NA,NA,B3,Medium easterly,14,A,X7,130.1800519,-32.26204008
S86,Zone A,NA,NA,B3,Medium easterly,14,A,X4,130.0455436,-32.14776484
S86,Zone A,NA,NA,B3,light easterly,14,A,X4,130.0674542,-32.25413856
S86,Zone C,NA,NA,B3,medium easterly in gusts,18,A,X5,130.0459086,-32.52789957
S86,Zone E,NA,NA,B3,medium easterly,7,A,X4,130.2042642,-32.24900808
S86,Zone E,NA,NA,B3,Strong easterly,NA,A,X1,130.2452788,-32.3306172
S86,Zone D,NA,NA,B3,Mild Easterly,34,A,X3,130.1692709,-32.44834877
S86,Zone E,NA,NA,B3,Strong easterly,8,A,X1,130.2452788,-32.3306172
S86,Zone E,NA,NA,NA,"Clear conditions, mild breeze from SE",7,A,X4,130.2040977,-32.22226437
S86,Zone D,NA,8,B3,"Clear conditions, moderate breeze from SE",44,A,X4,130.1488508,-32.48177617
S86,Zone A,NA,10,B3,"Clear conditions, strong gusty breeze from SE",11,A,X1,130.0327924,-32.16947172
S86,Zone G,7,15,B3,"Clear, strong wind from East ",38,A,X1,130.1257698,-32.26561097
S86,Zone F,7,10,B3,"Clear, strong wind from ENE",66,A,X6,130.1594802,-32.20812932
S86,Zone H,NA,10,B3,"Moderate wind from NE, clear conditions",64,A,X4,130.1186258,-32.45876212
S86,Zone F,NA,10,B3,"Gentle breeze from NE, clear conditions",36,A,X4,130.2225679,-32.18382245
S86,Zone G,NA,15,B3,"Clear, strong wind from North East ",6,A,X1,130.1257698,-32.26561097
S86,Zone G,NA,15,B3,"Clear, strong wind from North East ",38,A,X1,130.1257698,-32.26561097
S86,Zone H,NA,15,B3,"Clear, strong wind from North East ",10,A,X6,130.133218,-32.29602514
S86,Zone B,NA,NA,NA,"Gentle ESE breeze, clear conditions",6,A,X4,130.0211448,-32.32262952
S86,Zone B,NA,15,B3,"Gentle to moderate breeze from NE, clear conditions",44,A,X1,130.0850503,-32.27792669
S86,Zone B,NA,10,B3,"Moderate, gusty breeze from ENE, clear conditions",54,A,X4,130.0748139,-32.30165297
S86,Zone H,NA,NA,B2,"Moderate wind from E, clear conditions",6,A,X7,130.1886283,-32.31312571
S86,Zone E,NA,7,B3,"Moderate wind from E, clear conditions",22,A,X4,130.2040977,-32.22226437
S86,Zone F,NA,10,B3,"Strong breeze from NE, clear conditions",7,A,X8,130.2022983,-32.15430901
S86,Zone F,NA,7,B3,"Clear, strong wind from NW",12,A,X6,130.1879648,-32.1889944
S86,Zone F,NA,7,B3,"Clear, strong wind from E",11,A,X6,130.1594802,-32.20812932
S86,Zone E,NA,25,B3,0/01/1900,15,B,X4,130.2042642,-32.24900808
S86,Zone C,NA,25,B3,0/01/1900,6,B,X1,130.0557016,-32.43227597
S86,Zone C,NA,25,B3,0/01/1900,6,B,X5,130.0459086,-32.52789957
S86,Zone G,NA,25,B3,0/01/1900,6,B,X4,130.1779859,-32.39536412
S86,Zone C,NA,25,NA,"Partly cloudy, light NW wind.",8,B,X5,130.0459086,-32.52789957
S86,Zone E,NA,25,B3,0/01/1900,12,B,X1,130.2452788,-32.3306172
S86,Zone G,NA,25,B6,"Fine, clear, moderate E'ly breeze",12,B,X1,130.1257698,-32.26561097
S86,Zone A,NA,25,B3,"Clear, warm, light E'ly breeze",18,B,X1,130.030827,-32.14049329
S86,Zone C,NA,25,B3,"Clear, hot, moderate SW'ly breeze",6,B,X1,130.239891,-32.47313511
S86,Zone A,NA,25,B3,"Still, clear",64,B,X4,130.0674542,-32.25413856
S86,Zone B,NA,25,B3,strong wind 155,12,B,X2,130.3157018,-32.49333462
S86,Zone D,NA,25,B3,light wind 100,11,B,X3,130.1692709,-32.44834877
S86,Zone E,NA,25,B7,medium wind 100,34,B,X1,130.2452788,-32.3306172
S86,Zone F,NA,25,NA,strong wind 110,5,B,X6,130.1879648,-32.1889944
S86,Zone H,NA,25,B3,light wind 160,8,B,X1,130.0761366,-32.35155981
S86,Zone B,NA,25,B3,light wind 70,11,B,X4,130.0748139,-32.30165297
S86,Zone H,NA,25,B7,medium wind 100,24,B,X1,130.164601,-32.28404537
S86,Zone H,NA,25,B3,light wind 90,8,B,X7,130.1886283,-32.31312571
S86,Zone D,NA,25,B2,light wind 80,8,B,X4,130.1488508,-32.48177617
S86,Zone E,NA,25,NA,no wind,9,B,X1,130.2453818,-32.22617201
S86,Zone E,NA,25,NA,no wind,8,B,X4,130.2042642,-32.24900808
S86,Zone E,NA,25,B2,light wind 80,19,B,X4,130.2040977,-32.22226437
S86,Zone F,NA,25,NA,strong wind 110,6,B,X8,130.2022983,-32.15430901
S86,Zone H,NA,25,NA,light wind 80,9,B,X1,130.164601,-32.28404537
S86,Zone A,NA,25,NA,light wind 130,9,B,X1,130.030827,-32.14049329
S86,Zone E,NA,25,NA,medium wind 120,5,B,X1,130.2453818,-32.22617201
S86,Zone A,NA,25,B3,medium wind 120,11,B,X4,130.0455436,-32.14776484
S86,Zone A,NA,25,NA,medium wind 100,7,B,X1,130.0327924,-32.16947172
S86,Zone A,NA,25,NA,light wind 200,7,B,X4,130.0674542,-32.25413856
S86,Zone B,NA,25,NA,light wind 160,14,B,X4,130.0748139,-32.30165297
S86,Zone A,NA,25,NA,"Very hot, gusty hot southerly breeze, clear skies",11,B,X1,130.0327924,-32.16947172
S86,Zone C,NA,25,B1,"Easterly wind, slightly overcast",16,B,X5,130.0459086,-32.52789957
S86,Zone G,NA,25,B1,"Hot dry ESE wind, gusty at times. Clear skies",8,B,X1,130.1257698,-32.26561097
S86,Zone D,NA,25,B1,"Hot Easterly wind, clear skies",9,B,X4,130.1041932,-32.4251709
S86,Zone H,NA,25,B1,"Easterly wind, clear skies",15,B,X1,130.164601,-32.28404537
